,binned source EUI,Number of Buildings,Gross Floor Area,Year Built,Median Income for Zip,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,bor_Brooklyn,bor_Manhattan,bor_Queens,bor_Staten Island,type_Distribution Center,type_Enclosed Mall,type_Hospital (General Medical & Surgical),type_Hotel,type_K-12 School,type_Medical Office,type_Multifamily Housing,type_Non-Refrigerated Warehouse,type_Office,type_Other - Education,type_Other - Lodging/Residential,type_Other - Mall,type_Other - Specialty Hospital,type_Refrigerated Warehouse,type_Residence Hall/Dormitory,type_Residential Care Facility,type_Retail Store,type_Senior Care Community,type_Strip Mall,type_Supermarket/Grocery Store,star_Low,star_Moderate,star_Not Available
3088,High,-0.06603640468878634,2.6035729666669774,-0.6965866187359102,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3090,Low,-0.06603640468878634,-0.37845937888473985,-1.592073017966623,-0.33088641591262213,0.9799484902237259,-1.0797243016861204,-0.18989608983952044,-0.5525152435301177,-0.031486128602908475,-1.4352756254671695,3.3010084492971763,-0.06690351585500445,-0.5996184273945906,2.4005803449769925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,Moderate,-0.06603640468878634,1.7269565372834952,0.19889978049480264,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Extremely High,-0.06603640468878634,-0.2224690709756784,-1.6584053438355648,-0.33088641591262213,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3093,High,-0.06603640468878634,0.3855418684014882,-0.961915922211677,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Low,-0.06603640468878634,-0.3179064341777647,-1.9237346473113315,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Extremely High,-0.06603640468878634,-0.3486210391152099,-1.592073017966623,-0.33088641591262213,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3097,High,-0.06603640468878634,-0.002454750733287673,-0.8624174334082644,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3099,High,-0.06603640468878634,0.4334380692391349,-1.0282482480806185,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,Extremely High,-0.06603640468878634,-0.1465890398402536,-1.2604113886219146,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3101,High,-0.06603640468878634,-0.3503660154409723,-1.1277467368840313,-0.33088641591262213,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3102,High,-0.06603640468878634,-0.323500178633293,-1.2272452256874438,-0.33404321215823995,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,High,-0.06603640468878634,1.241498080248346,0.26523210636374434,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Moderate,-0.06603640468878634,-0.3357792219992097,-0.8624174334082644,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3105,High,-0.06603640468878634,-0.16003895476674676,-0.8292512704737935,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3106,Moderate,-0.06603640468878634,-0.3982886553138578,-0.5970881299324976,-0.33088641591262213,0.9799484902237259,-1.0797243016861204,-0.18989608983952044,-0.5525152435301177,-0.031486128602908475,-1.4352756254671695,3.3010084492971763,-0.06690351585500445,-0.5996184273945906,2.4005803449769925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,High,-0.06603640468878634,-0.018862060601495007,-1.160912899818502,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,High,-0.06603640468878634,-0.32712988047108016,-1.160912899818502,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3109,Extremely High,-0.06603640468878634,0.05476309852856152,1.3597154832012823,-0.33088641591262213,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3111,High,-0.06603640468878634,6.150864331614682,0.8622230391842196,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,High,-0.06603640468878634,0.6887598325404579,0.46422908397056944,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,Moderate,-0.06603640468878634,-0.16688666489360218,-1.592073017966623,-0.33088641591262213,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3114,Moderate,-0.06603640468878634,-0.33556015570723086,-0.6302542928669685,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3117,High,-0.06603640468878634,-0.1841211388642813,-0.7960851075393227,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,High,-0.06603640468878634,-0.36320783255697253,-0.3980911523256726,-0.33088641591262213,0.9799484902237259,-1.0797243016861204,-0.18989608983952044,-0.5525152435301177,-0.031486128602908475,-1.4352756254671695,3.3010084492971763,-0.06690351585500445,-0.5996184273945906,2.4005803449769925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,Extremely High,-0.06603640468878634,-0.20214878389212512,-0.7960851075393227,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3120,High,-0.06603640468878634,0.031190810110632888,-0.7629189446048519,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,Moderate,-0.06603640468878634,2.185907972989207,2.1225372306941117,-0.33088641591262213,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,High,-0.06603640468878634,-0.22581172043087258,-0.6634204558014394,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3123,High,-0.06603640468878634,-0.3315943004214073,0.4973952469050403,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3124,High,-0.06603640468878634,-0.18839293155786843,-0.6965866187359102,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,High,-0.06603640468878634,-0.3486361471353464,-0.5307558040635559,-0.33088641591262213,0.9799484902237259,-1.0797243016861204,-0.18989608983952044,-0.5525152435301177,-0.031486128602908475,-1.4352756254671695,3.3010084492971763,-0.06690351585500445,-0.5996184273945906,2.4005803449769925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3127,High,-0.06603640468878634,-0.0700669178490288,-0.729752781670381,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,High,-0.06603640468878634,0.7252872482254104,-0.6965866187359102,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,High,-0.06603640468878634,-0.2456107808197176,1.2933831573323407,-0.33088641591262213,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3130,High,-0.06603640468878634,-0.31210873145039403,0.5305614098395111,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3131,Moderate,-0.06603640468878634,-0.33342841406597484,-0.9950820851461478,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,High,-0.06603640468878634,-0.2381436418672669,-0.7629189446048519,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,Extremely High,-0.06603640468878634,-0.3516426431425041,-0.5970881299324976,-0.33088641591262213,0.9799484902237259,-1.0797243016861204,-0.18989608983952044,-0.5525152435301177,-0.031486128602908475,-1.4352756254671695,3.3010084492971763,-0.06690351585500445,-0.5996184273945906,2.4005803449769925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3134,Extremely High,-0.06603640468878634,-0.12527162342769324,-0.5970881299324976,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3135,Extremely High,-0.06603640468878634,-0.32550576830640954,-0.729752781670381,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3136,High,-0.06603640468878634,0.2835098544098324,0.5305614098395111,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3137,High,-0.06603640468878634,-0.09164117060390917,1.9235402530872867,-0.33088641591262213,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3146,High,-0.06603640468878634,0.5165510650148951,0.03306896582244842,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,High,-0.06603640468878634,-0.18081248245439419,1.9567064160217575,0.33957200956738337,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3148,Extremely High,-0.06603640468878634,-0.3269901312848178,2.023038741890699,0.33957200956738337,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3149,High,-0.06603640468878634,2.7334150687248417,0.563727572773982,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,High,-0.06603640468878634,-0.3008645874638256,1.426047809070224,0.33957200956738337,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3151,High,-0.06603640468878634,2.3208565858531984,1.2602169943978698,0.33957200956738337,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,Extremely High,-0.06603640468878634,0.224970053386042,2.1225372306941117,0.33957200956738337,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3154,High,-0.06603640468878634,1.4227943218859962,0.563727572773982,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,Moderate,-0.06603640468878634,0.06938766202066529,0.29839826929821517,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,Moderate,-0.06603640468878634,1.518352549249174,1.1275523426599863,0.33957200956738337,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3157,Extremely High,-0.06603640468878634,0.4294495519231066,-0.729752781670381,0.33957200956738337,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3158,Low,-0.06603640468878634,-0.2820399943737829,-0.06642952298096412,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,Moderate,-0.06603640468878634,-0.19754083775050152,-0.29859266352226005,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,High,-0.06603640468878634,0.1839366706953872,-1.625239180901094,0.33957200956738337,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3161,Extremely High,-0.06603640468878634,0.4562738416754106,-1.5257406920976813,0.33957200956738337,-6.671371337133677,6.344575612409658,6.642860369809196,-0.5418065050412191,-2.034078992241627,-3.209685841247575,-0.1084971615675584,0.12896837544034717,5.5620124272465326,1.6254195035265897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3162,High,-0.06603640468878634,-0.2899905899706007,1.2933831573323407,0.33957200956738337,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3163,High,-0.06603640468878634,1.4437378148001787,0.5305614098395111,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,Moderate,-0.06603640468878634,-0.23223262898887267,0.46422908397056944,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,Low,-0.06603640468878634,-0.37881819436298103,-1.0945805739495604,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,High,-0.06603640468878634,1.2752645052533584,1.3928816461357532,0.33957200956738337,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,High,-0.06603640468878634,0.19323188008435088,0.762724550380807,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3168,Moderate,-0.06603640468878634,0.108396570013033,0.4973952469050403,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3169,High,-0.06603640468878634,0.5753930264414149,0.4973952469050403,0.33957200956738337,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3170,Moderate,-0.06603640468878634,-0.1529419623076396,-0.9287497592772062,-0.33088641591262213,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,Extremely High,-0.06603640468878634,-0.3535047066243241,1.6913771125459907,0.33957200956738337,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3172,Extremely High,-0.06603640468878634,-0.2648697294886838,-1.0614144110150896,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3173,Extremely High,-0.06603640468878634,1.4198935820197938,0.7958907133152778,0.33957200956738337,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
