,binned source EUI,Number of Buildings,Gross Floor Area,Year Built,Median Income for Zip,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,bor_Brooklyn,bor_Manhattan,bor_Queens,bor_Staten Island,type_Distribution Center,type_Enclosed Mall,type_Hospital (General Medical & Surgical),type_Hotel,type_K-12 School,type_Medical Office,type_Multifamily Housing,type_Non-Refrigerated Warehouse,type_Office,type_Other - Education,type_Other - Lodging/Residential,type_Other - Mall,type_Other - Specialty Hospital,type_Refrigerated Warehouse,type_Residence Hall/Dormitory,type_Residential Care Facility,type_Retail Store,type_Senior Care Community,type_Strip Mall,type_Supermarket/Grocery Store,star_Low,star_Moderate,star_Not Available
7398,Low,-0.06603640468878634,-0.25532901477250247,-1.0614144110150896,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,High,-0.06603640468878634,-0.4062883519761191,-1.2604113886219146,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7400,Moderate,-0.06603640468878634,0.06581839226342405,-0.23226033765331836,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7401,Low,-0.06603640468878634,-0.3517861693338006,-1.2604113886219146,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7402,Moderate,-0.06603640468878634,0.1720617668681211,2.222035719497524,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403,Moderate,-0.06603640468878634,1.1817269755834332,-1.194079062752973,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,Moderate,-0.06603640468878634,0.746933264075939,-1.3267437144908563,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,Moderate,-0.06603640468878634,0.15489905599309026,-1.592073017966623,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7406,Moderate,-0.06603640468878634,0.7269226914051833,-1.393076040359798,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7407,Moderate,-0.06603640468878634,-0.14087820822866762,-1.1277467368840313,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7408,High,-0.06603640468878634,-0.38088799312167754,1.7245432754804615,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7409,High,-0.06603640468878634,-0.3258834688098213,1.9235402530872867,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7410,Moderate,-0.06603640468878634,-0.17348886969323993,1.9235402530872867,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7411,High,-0.06603640468878634,0.7458417096210789,1.9235402530872867,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7412,Moderate,-0.06603640468878634,-0.13986597087952407,-0.961915922211677,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7413,Low,-0.06603640468878634,0.38923955632988944,0.6300598986429237,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,Moderate,-0.06603640468878634,-0.21439761121776885,-1.2935775515563854,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,Low,-0.06603640468878634,-0.2881889585693266,-1.2604113886219146,0.35869317539798284,1.508716650006209,-1.6986716987528803,-0.18989608983952044,-0.5525152435301177,2.2353658934012355,-3.980699137971916,4.736756095238825,-0.06690351585500445,-1.8047813855264674,0.30079648273001786,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7416,Moderate,-0.06603640468878634,-0.11225606408012362,-1.5257406920976813,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,Moderate,-0.06603640468878634,0.12084935561051909,-0.729752781670381,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,Low,-0.06603640468878634,0.2746452235947581,0.46422908397056944,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,Moderate,-0.06603640468878634,2.9328975896017684,0.06623512875691927,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7420,Low,-0.06603640468878634,0.19862166626803684,-0.9950820851461478,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7421,Moderate,-0.06603640468878634,0.8937076797017531,1.4592139720046948,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7422,Moderate,0.1808823258866756,0.5992259282066976,-1.0945805739495604,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7423,High,-0.06603640468878634,-0.145414391274643,2.05620490482517,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7424,Low,-0.06603640468878634,-0.20158601014204158,1.9235402530872867,0.35869317539798284,1.508716650006209,-1.6986716987528803,-0.18989608983952044,-0.5525152435301177,2.4372307802753945,-3.923946327850638,4.307305043893767,-0.06690351585500445,-1.9034682532106286,0.37222711597268315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7425,High,-0.06603640468878634,0.6153046386369367,2.089371067759641,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7427,High,-0.06603640468878634,-0.1348803242344887,1.7245432754804615,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7429,High,-0.06603640468878634,-0.37688436778551276,2.1888695565630534,0.35869317539798284,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7430,Low,-0.06603640468878634,-0.3377621496421215,-0.729752781670381,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7431,Moderate,-0.06603640468878634,0.5906936738346258,1.8903740901528159,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7432,Moderate,-0.06603640468878634,-0.1559937823752067,0.7958907133152778,0.35869317539798284,-2.475449374949575,-1.2589812817243387,2.516192891292979,-0.5525152435301177,1.3478331492744564,-1.5603046692242013,-0.9173444714356682,0.6792626563027097,-0.3132013717022449,1.4064093786777672,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,High,-0.06603640468878634,1.4852773161654054,1.6582109496115198,0.35869317539798284,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7435,Moderate,-0.06603640468878634,2.391796294403997,2.222035719497524,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7436,High,-0.06603640468878634,-0.21483952080676064,2.05620490482517,0.35869317539798284,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7437,Moderate,-0.06603640468878634,-0.1780061677140447,2.05620490482517,0.35869317539798284,-5.308303957430485,5.031232392563359,5.384267745300075,-0.5506928434840564,-2.1213227005980295,-3.3327314795699206,-0.4774296751136933,0.115611349172245,5.99964219333164,1.4907250340184057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,Moderate,-0.06603640468878634,-0.17601190905603056,-0.7960851075393227,0.35869317539798284,1.508716650006209,-1.6986716987528803,-0.18989608983952044,-0.5525152435301177,3.1027010814236906,-4.590049644281082,2.0098455127875963,-0.06690351585500445,-0.9100996422469384,1.4456823243934749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7440,Moderate,-0.06603640468878634,-0.042683631351675404,-1.2604113886219146,2.1439065493840928,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,Moderate,-0.06603640468878634,1.1656256031229895,2.023038741890699,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7442,Extremely High,-0.06603640468878634,1.201480711911869,1.4592139720046948,0.35869317539798284,1.1234080937154614,-1.2476702033360607,-0.18989608983952044,-0.5525152435301177,-0.2535811255817063,0.0889472801237875,-1.5545487324743146,-0.06690351585500445,0.7200930457460603,2.3328130191122756,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7443,High,-0.06603640468878634,-0.26835968214020856,-0.8955835963427353,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7444,Moderate,-0.06603640468878634,1.0795136653501398,2.1888695565630534,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7445,Moderate,-0.06603640468878634,0.15796976108582794,0.3647305951671569,-0.958818286255233,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,High,-0.06603640468878634,-0.2352617870262351,-1.7579038326389773,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7448,Low,-0.06603640468878634,3.7977750873392124,-2.7528887206731025,0.35869317539798284,0.7600052617422774,-1.6986716987528803,-0.18989608983952044,-0.07719100081942604,2.2495333519398146,-4.264204412015781,3.459729016232264,-0.06690351585500445,-0.9113225604073166,1.4658819365374813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7449,High,-0.06603640468878634,0.03080555559715288,-0.9287497592772062,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7450,Low,-0.06603640468878634,0.3419854463480428,-0.9287497592772062,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7451,High,-0.06603640468878634,-0.145607018531383,-0.9287497592772062,0.35869317539798284,0.7600052617422774,-1.6986716987528803,-0.18989608983952044,-0.07719100081942604,2.2495333519398146,-4.264204412015781,3.459729016232264,-0.06690351585500445,-0.9113225604073166,1.4658819365374813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7452,Extremely High,-0.06603640468878634,0.1952601317876721,0.7958907133152778,0.0553701532833318,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7453,Moderate,-0.06603640468878634,0.3484781180016911,-1.592073017966623,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,Moderate,-0.06603640468878634,0.5599073058015323,1.9567064160217575,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7455,Low,-0.06603640468878634,0.5829885835650256,-0.9287497592772062,0.35869317539798284,1.2494277404956369,-1.395162130975831,-0.18989608983952044,-0.5525152435301177,-0.5281525947611166,-0.17689781027044327,-1.4601244409869472,-0.06690351585500445,1.3004771151169165,2.1666221980487452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7456,Moderate,0.1808823258866756,0.23001613211162325,2.089371067759641,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7457,Moderate,-0.06603640468878634,-0.2778588498010146,1.8240417642838742,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7458,High,-0.06603640468878634,-0.2137064192965253,1.9567064160217575,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7459,High,-0.06603640468878634,0.04822510281450376,1.8903740901528159,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7460,Low,-0.06603640468878634,-0.05478137847595443,1.9567064160217575,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,Low,-0.06603640468878634,-0.1929102295786732,-1.592073017966623,0.0553701532833318,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,Moderate,-0.06603640468878634,-0.010579088561674867,-0.6965866187359102,0.0553701532833318,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7463,Low,-0.06603640468878634,-0.25075883868122006,1.3928816461357532,0.0553701532833318,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,Moderate,-0.06603640468878634,-0.19537283686091794,1.9235402530872867,0.0553701532833318,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7465,High,-0.06603640468878634,-0.2656175764854391,-0.5307558040635559,0.0553701532833318,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,High,-0.06603640468878634,-0.061568656522263954,1.4923801349391657,0.0553701532833318,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7467,High,-0.06603640468878634,-0.36731721403409257,-1.2604113886219146,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7468,Low,-0.06603640468878634,-0.23363012085149623,-0.3649249893912017,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7469,High,-0.06603640468878634,-0.3534782675890853,-1.0282482480806185,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7470,Moderate,-0.06603640468878634,0.8206226322915755,0.6300598986429237,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7471,Moderate,-0.06603640468878634,1.0339856466688848,0.6300598986429237,0.35869317539798284,-0.026898358550237787,0.09877299709915605,-0.18989608983952044,0.12306649771504652,-0.39990015818041963,0.29648945418220735,0.00809292274733408,-0.06690351585500445,-0.1763489388686062,-0.6223704246620219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7472,Low,-0.06603640468878634,-0.23195313061634798,1.2933831573323407,0.35869317539798284,-0.2590215906581289,0.37054703636281633,-0.18989608983952044,-0.1789275133176321,2.057630041075526,0.5735528899052811,-0.31960795143552995,-0.06690351585500445,-0.4588854127694467,0.6258039455285562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
